collection,product_id,title,sales_gbp_30d,demand_searches_mo,organic_sessions_30d,profit_margin,matched_condition,seo_priority
wall-light,8005846204666,Adjustable Hemp Rope Swan Neck Wall Lamp | Industrial Vintage Sconce ~4550,0.0,0,1,N/A (COGS pending),1,Low — flag for review
wall-light,6542267646113,Indoor Retro Sconce Wall Light Fitting Fixture ~1616,0.0,210,1,N/A (COGS pending),6,Low
wall-light,8160579059962,"Vintage Industrial Wall Sconce Adjustable Arm, Cone Shade E27 Lamp ~5296",0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,7429687967994,Vintage Indoor Wall Lights Wall Sconce Lighting ~1123,0.0,260,1,N/A (COGS pending),6,Low
wall-light,4417290240096,Industrial Water Pipe Wall Light 3-Way Steampunk Iron Metal Fitting ~2890,0.0,480,0,N/A (COGS pending),6,Low
wall-light,8493909770490,Adjustable Wall Light Rustic Metal Ball Joint Sconce E27 ~5486,0.0,480,2,N/A (COGS pending),6,Low
wall-light,6894988951713,Nordic Plug In Wall Light Sconce With Shade And Dimmer Switch E27 ~1279,0.0,20,6,N/A (COGS pending),1,Low — flag for review
wall-light,6022553632929,Industrial Wall Lights E27 Gooseneck Metal E27 ~1740,0.0,1300,0,N/A (COGS pending),6,Low
wall-light,4619926503520,Antique Wall Sconces Industrial Adjustable Wall Lamp  ~2246,0.0,260,0,N/A (COGS pending),6,Low
wall-light,6994098520225,Industrial Sconce Galvanized Adjustable Ceiling Light E27 Holder Fitting ~1190,0.0,390,0,N/A (COGS pending),6,Low
wall-light,6022553796769,LEDSone Modern Retro Copper colour Wall Light~1739,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,5360818946209,Black Wall Lights Modern Wall Lamp with Shade ~2117,0.0,3600,11,N/A (COGS pending),3,High
wall-light,14874202472834,Conduit pipe Wall light Industrial Edison E27 Lamp Holder Fitting-5588,0.0,10,2,N/A (COGS pending),1,Low — flag for review
wall-light,6761777496225,Bedroom Wall Lights Stylish Wall Sconces for Indoor ~1446,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,14928396386690,Industrial Swan Neck Plug In Wall Sconce Light with Switch~5830,0.0,70,1,N/A (COGS pending),1,Low — flag for review
wall-light,6754501558433,Wall Plug-in lights Vintage Wall Sconce Lamp Rose Gold ~1453,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,6542267515041,Yellow Brass Industrial Wall Sconce Light Fixture E27 | 2 Pack ~1619,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,7560179319034,Living Room Wall Lighting Modern Stylish  Sconces ~3451,0.0,1600,0,N/A (COGS pending),6,Low
wall-light,6741957542049,Black Finish Simple Flat Wall Light ~1503,0.0,1300,0,N/A (COGS pending),6,Low
wall-light,5525675081889,Wall Sconce Metal Gooseneck Lamp E27 Indoor ~2060,0.0,2400,0,N/A (COGS pending),3,High
wall-light,14937984106882,Satin Nickel Wall Light Lamp Sconces Living Room Home Decor ~5953,0.0,210,2,N/A (COGS pending),6,Low
wall-light,14928361324930,Dimmable Plug-in Wall Light | 2m Vintage Industrial Sconce ~5808,0.0,320,0,N/A (COGS pending),6,Low
wall-light,8006295945466,Rope Wall Lights Rustic Vintage Wooden Wall Lamps ~4571,0.0,140,1,N/A (COGS pending),6,Low
wall-light,7500237897978,Industrial Wall Lights Indoor Swan Neck Indoor Sconce Meta  ~3391,0.0,1300,1,N/A (COGS pending),6,Low
wall-light,4417291649120,Modern Wall light for Bedroom Gooseneck Light~2870,0.0,9900,16,N/A (COGS pending),3,High
wall-light,14874199589250,Industrial Long Arm Adjustable Cone Wall Light Extended 190mm Reach ~5587,0.0,480,1,N/A (COGS pending),6,Low
wall-light,7560410005754,Wall Lamp for Kitchen ~3512,0.0,4400,0,N/A (COGS pending),3,High
wall-light,6981162860705,Black Modern Industrial Adjustable Swan Neck Arm Wall Light Fixtures~1204,0.0,110,1,N/A (COGS pending),6,Low
wall-light,5887546818721,Industrial Wall Light E27 Gooseneck Vintage Style Kitchen Lighting ~1871,0.0,480,0,N/A (COGS pending),6,Low
wall-light,4575543459936,Industrial Grey Colour Wall Lamp Retro Light Vintage Wall Sconce Lights~2313,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,15260951642498,Wall Scone Metal 180 Degree Adjustable E27 ~6559,0.0,,0,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
wall-light,8114229444858,Wood Arm Hanging Wall Light Industrial Dome Shade E27 Fitting ~ 5166,0.0,320,3,N/A (COGS pending),6,Low
wall-light,8100986945786,Wood bedside Wall lamp ~ 5120,0.0,4400,1,N/A (COGS pending),3,High
wall-light,7041188397217,Brass Kitchen Wall Lighting~1173,0.0,210,6,N/A (COGS pending),6,Low
wall-light,5742321107105,Industrial Vintage Cage Wall Light E27 Glass Shade Twin Pack~2009,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,4590559723616,Best Vintage Wall Light Fixtures for UK Interiors~2270,0.0,480,0,N/A (COGS pending),6,Low
wall-light,14951542096258,Vintage Wire Cage Wall Sconces Swan Neck Wall Light ~5971,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,14932718879106,Adjustable Industrial Wall Lamp | Retro Metal Shade~5906,0.0,0,1,N/A (COGS pending),1,Low — flag for review
wall-light,14928392388994,Industrial Wall Light Metal Sconce Wall Lamp Fixtures ~5827,0.0,480,0,N/A (COGS pending),6,Low
wall-light,14927629844866,Plug In Wall Fitting 4M Table Bedside Lamps ~5802,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,8071288324346,Plug-in Industrial Wall Lamp – Black Wire Cage – E27 Vintage Style~5059,0.0,12100,3,N/A (COGS pending),3,High
wall-light,6761677750433,Short Arm Wall Light | 105mm Thin Holder Sconce~1447,0.0,210,1,N/A (COGS pending),6,Low
wall-light,6637700022433,Retro Industrial Wall Sconce Light Plug in Wall Lamp Rose Gold~1564,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,5373911892129,Satin Nickel Vintage Industrial E27 Adjustable Metal Sconce Wall Light ~2112,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,4505246793824,Marrakech Matte Black Lattice Wall Light ~2567,0.0,1300,1,N/A (COGS pending),6,Low
wall-light,4505246105696,LEDSone Industrial Sconce Wall Light Modern Retro Lamp ~2569,0.0,480,0,N/A (COGS pending),6,Low
wall-light,15170968781186,Industrial Rustic Wall Lighting Fixtures~6443,0.0,0,1,N/A (COGS pending),1,Low — flag for review
wall-light,8102757761274,Vintage Metal Balloon Cage Wall Light Adjustable Socket Wire Cage ~ 5122,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,8017498210554,Cuboid Box 12W Up/Down IP54 LED Outdoor Wall Sconce Light~4963,0.0,140,7,N/A (COGS pending),6,Low
wall-light,8017447452922,6W LED Outdoor UP Down Wall lamp  IP54 Aluminum Exterior  ~4960,0.0,1300,5,N/A (COGS pending),6,Low
wall-light,7982121517306,"Chrome Wall Light Fixture,Electroplating Wall Sconce E27 Socket,Diamond Shape~4183",0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,7659906957562,Industrial Vintage Metal  Black Wall Lamp E27 Uk Holder~3771,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,7560398700794,Vintage Metal & Wood Industrial Wall Light E27~3501,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,7560181154042,Nordic Industrial Wrapped Wooden Wall Sconce ~3471,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,6999220813985,Modern Industrial Wall Mounted Light Indoor Rustic Sconce Lamp ~1189,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,6966867165345,Rustic Wall Light For Living Room ~1214,0.0,70,0,N/A (COGS pending),1,Low — flag for review
wall-light,5719792648353,Industrial Indoor Wall Lights Easy Fit Max 60W~2016,0.0,1300,0,N/A (COGS pending),6,Low
wall-light,5355945885857,Vintage Black Swan Neck Wall Light~2125,0.0,0,1,N/A (COGS pending),1,Low — flag for review
wall-light,4528320741472,Industrial Adjustable Dome Wall Light -30cm Vintage Task Sconce~2473,0.0,480,0,N/A (COGS pending),6,Low
wall-light,4528319823968,Modern Retro Industrial Wall Mounted Lights Rustic Sconce Lamps Fixture~2482,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,4495471444064,Fancy Rustic Wall Lights ~2621,0.0,480,1,N/A (COGS pending),6,Low
wall-light,15172188242306,2m Black Plug In Wall Light with Dimmer ~6448,0.0,1300,2,N/A (COGS pending),6,Low
wall-light,15170956263810,Dimmer Wooden Wall Light ~6444,0.0,390,0,N/A (COGS pending),6,Low
wall-light,15065372787074,Industrial  Metal Wall Mounted Wall lamp Fitting E27 Wall Lighting Fixture ~6212,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,14924960235906,"Plug-in Wall Light Kit | Dimmer, UK Plug, Flex Wire ~ 5763",0.0,320,2,N/A (COGS pending),6,Low
wall-light,7673413828858,Bedside Sconces For Antique Style ~3811,0.0,2400,1,N/A (COGS pending),3,High
wall-light,7645788111098,Industrial Balloon Cage Wall Light E27~3731,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,7560182497530,22cm Cone Metal Shade Wall Light Sconce ~3487,0.0,140,0,N/A (COGS pending),6,Low
wall-light,7560179908858,Dome Shape Dining Room Wall Lamp~3459,0.0,4400,0,N/A (COGS pending),3,High
wall-light,6964730101921,Black Plugin Wall Fitting Cone Metal Shade~1217,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,6052094509217,Vintage Black Metal Wall Light  Living Room Retro Industrial Lighting ~1665,0.0,40,0,N/A (COGS pending),1,Low — flag for review
wall-light,6026304487585,Rose Gold Industrial Vintage Retro Metallic Sconce Wall Light Lamp Fitting ~1690,0.0,0,6,N/A (COGS pending),1,Low — flag for review
wall-light,6022552617121,Vintage Industrial Metal Wall Sconce Light E27 Bowl Shade~1745,0.0,0,1,N/A (COGS pending),1,Low — flag for review
wall-light,4589284917344,Double Cage Wall Light ~2280,0.0,90,0,N/A (COGS pending),1,Low — flag for review
wall-light,4488111882336,Black Cone Wall Light~2673,0.0,1300,3,N/A (COGS pending),6,Low
wall-light,15270469009794,Metal Wall Sconce With Shade Easy to fit ~6589,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,15270014648706,LEDSone Vintage Industrial Wall Sconce - Metal Cone E27 Wall Lamp ~6615,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,15211900993922,Conduit Pipe Wall Light ~6503,0.0,10,0,N/A (COGS pending),1,Low — flag for review
wall-light,15194277577090,Metal Wall Sconce with Switch ~6465,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,14933997158786,Metal Wall Light Sconce 180° Adjustable E27 ~5927,0.0,140,0,N/A (COGS pending),6,Low
wall-light,14933204926850,"Plug-in Pendant Light Kit | Dimmer, UK Plug, Flex Wire ~5913",0.0,30,0,N/A (COGS pending),1,Low — flag for review
wall-light,14878792417666,Industrial Adjustable Swivel Wall Sconce with LED E27 Bulb Compatibility-5626,0.0,70,0,N/A (COGS pending),1,Low — flag for review
wall-light,8113773379834,Industrial Swan Neck Wall Light  E27  ~ 5163,0.0,480,0,N/A (COGS pending),6,Low
wall-light,8009491218682,Matte Black Adjustable Cone Wall Light GU10 Spotlight~4598,0.0,1300,3,N/A (COGS pending),6,Low
wall-light,7999167463674,LED Outdoor Wall Lamp Patio | Garden~4502,0.0,1300,0,N/A (COGS pending),6,Low
wall-light,7645788373242,Industrial Vintage Modern  Single White Wall Sconce Lamp~3733,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,7630663811322,Modern Industrial  Vintage Indoor Black colour Wall Light Lamp Fitting Fixture E27 Holder UK~3676,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,7560179712250,Indoor Metal Wall Light Arm Swingable Arm 180° ~3457,0.0,140,0,N/A (COGS pending),6,Low
wall-light,6903377625249,"Retro Wall Lamp with Dome Metal Shade, E27 Indoor Wall Lighting Fixtures~1264",0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,6891291967649,Modern E27 Solid Copper Metal Wall Light Lamp Sconce Light Fixture~1287,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,6869586149537,Vintage Modern Indoor Black Wall Sconce Wall Light Lamp Fitting Fixture ~1327,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,6637698613409,Wood base Wall Sconce E27 Screw Holder Industrial Lamp Retro Lights Black~1569,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,6026301472929,Vintage Industrial Retro Metallic Sconce Wall Light Lamp Fitting~1694,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,5753361891489,Metal Wall Lights Shade Indoor Retro Wall Sconce Lighting Wall Lamp~1979,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,5596088041633,Antique Brass Wall Light ~2047,0.0,2400,0,N/A (COGS pending),3,High
wall-light,5315457712289,Exterior Vintage Industrial Swan Neck E27 Wall Light Fixtures  ~ 2164,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,4576634732640,3 Pack Modern Wall Lights with Filament Bulbs~2301,0.0,40500,0,N/A (COGS pending),3,High
wall-light,4575543525472,Industrial Yellow Colour Wall Lamp Retro Light Vintage Wall Sconce Lights~2312,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,4506281672800,Rose Cheap Wall Lights Easy Fit Metal Max 60W E27 ~2562,0.0,590,0,N/A (COGS pending),6,Low
wall-light,4502516269152,Satin Nickel Wall Light Lamp Sconces Living Room Home Decor~2592,0.0,210,0,N/A (COGS pending),6,Low
wall-light,4488111587424,Retro Vintage Light Shade Ceiling Lifting Swan Neck Industrial Wall Lamp Fixture~2674,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,4484201775200,Vintage Industrial Adjustable Retro E27 Metal Wall Lamp~2695,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,15319688511874,Wooden Wall Light E27 Amber Glass Sconce Indoor Vintage Lamp ~6776,0.0,390,7,N/A (COGS pending),6,Low
wall-light,15312332063106,Dimmable Burgundy Fabric Wall Sconce Easy To Fit Max 60W ~6765,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,15273888153986,Vintage Industrial Steampunk Wire Cage Wall Sconce - Black ~6603,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,15261964927362,Metal Wall Sconce Indoor E27 ~6553,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,15261926687106,Wire Cage Wall Sconce E27 Arm Adjustable ~6552,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,15217364730242,Modern Industrial Ribbed Glass Globe Wall Lamp E27 Holder ~6514,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,15212198625666,E27 Swan Neck Wall Sconce Fixture ~6506,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,15210987028866,Vintage Wall Light Retro Industrial Cage Wall Lights Indoor Fitting Sconce Lamps,0.0,480,0,N/A (COGS pending),6,Low
wall-light,15143265239426,Industrial Vintage Rustic Steampunk Style Wall Light ~6379,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,15070133158274,Vintage Rustic Black Metal Wall Light E27 Indoor Sconce Lamp ~6232,0.0,40,0,N/A (COGS pending),1,Low — flag for review
wall-light,15069263692162,Vintage Modern Indoor White Wall Sconce Wall Light E27 Lamp Fitting Fixture ~6229,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,15069255532930,Vintage Modern Indoor Yellow Wall Sconce Wall Light E27 Base Lamp Fitting Fixture ~6228,0.0,260,0,N/A (COGS pending),6,Low
wall-light,15008542491010,Industrial Water Pipe Wall Lamp E27 Conduit Wall Light ~6143,0.0,480,0,N/A (COGS pending),6,Low
wall-light,14984874131842,Industrial Steampunk Pipe Wall Light Metal Barn Shade Mount Kit ~ 6118,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,14970823049602,Industrial Metal arm Wall Sconce E27 Copper Light Fixture ~ 6058,0.0,0,1,N/A (COGS pending),1,Low — flag for review
wall-light,14958826324354,Vintage Swan neck Wall Sconce Wall Lamp Light Fitting~6008,0.0,260,0,N/A (COGS pending),6,Low
wall-light,14957531332994,Pendant Lights For Over An Island Easy to Fit ~5998,0.0,6600,0,N/A (COGS pending),3,High
wall-light,14934032843138,2m Plug-in Wall Sconce | Modern Vintage Industrial ~5929,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,14927568077186,Easy Fit Copper Swan Neck Wall Light For Living Room ~5799,0.0,260,1,N/A (COGS pending),6,Low
wall-light,14924984648066,Vintage Wall Lights E27 Fittings Indoor Sconce Metal Shade Retro Lamp ~5765,0.0,1300,0,N/A (COGS pending),6,Low
wall-light,14896149889410,Industrial 2-Way Light Kit Cage Conduit Wall Light Fixtures ~ 5699,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,14879696290178,Connie 2-Light Wall Sconce LED E14 Lamp for Wall Decor-5635,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,8630679011578,Industrial Antique Amber Indoor Glass Shades Wall Light Fixture ~5530,0.0,10,0,N/A (COGS pending),1,Low — flag for review
wall-light,8063044157690,Interior Glass Wall Light Fixtures~5057,0.0,590,0,N/A (COGS pending),6,Low
wall-light,8062830182650,Smoky Gray Glass Wall Lamp Chrome Plating Wall Light~5054,0.0,590,0,N/A (COGS pending),6,Low
wall-light,8017518985466,Outdoor Wall Lantern Mini Garden Rani Proff ~4965,0.0,1300,0,N/A (COGS pending),6,Low
wall-light,8014234517754,Indoor Vintage Candle Light Wall Sconce Chrome  ~4937,0.0,260,1,N/A (COGS pending),6,Low
wall-light,7642581729530,Industrial vintage Retro Blue Wall Sconces E27 UK Holders~3700,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,7560181809402,Wall Light Fitting Metal Big Vase Shape Shade Sconce Indoor Light Fittings~3479,0.0,9900,0,N/A (COGS pending),3,High
wall-light,7487425118458,2 Pack Retro Wall Light Lamp Fixtures~1017,0.0,210,0,N/A (COGS pending),6,Low
wall-light,6981383192737,Modern Industrial Retro Vintage Wall Mount Indoor Lamp Fixture Kitchen Island~1203,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,6935633068193,White Vintage Retro Wall Sconce Adjustable E27 Indoor Wall Light ~1231,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,6001950621857,Glass Light Shade Wall Lights Amber Base~1773,0.0,1600,0,N/A (COGS pending),6,Low
wall-light,5739846795425,Modern Wall Sconce | Black & Gold Line E27 Fixture~2011,0.0,2400,0,N/A (COGS pending),3,High
wall-light,5729491091617,Chrome Retro Industrial Wall Sconce Adjustable E27 Light ~2013,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,4575543263328,Loft Wall Light Red Metal Shade E27 Rustic Fixture ~2316,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,4552638890080,Vintage Industrial E27 Base Wall Lights Sconce Lamp Retro Loft Fixture Porch~2369,0.0,140,0,N/A (COGS pending),6,Low
wall-light,4536343724128,Retro Industrial Indoor Metal Lily Cage Wall Light Sconce Vintage Lamp Fittings~2462,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,4528320479328,Vintage Retro Industrial Curved Gooseneck E27 LED Wall Light Lamp~2475,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,4528320381024,Pack Modern Industrial Black Scone wooden Wall Light With White Shade ~2476,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,4528319987808,Modern Retro Industrial Yellow Color Wall Mounted Lights Rustic Sconce Lamps Fixture~2479,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,4523827396704,Cone Shape Wall sconce With Switch~2523,0.0,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,4506281574496,Adjustable Black Wall Sconces Lamps and White~2564,0.0,70,0,N/A (COGS pending),1,Low — flag for review
wall-light,4505246433376,Industrial Black Cage Wall light~2568,0.0,20,0,N/A (COGS pending),1,Low — flag for review
wall-light,4496148299872,Indoor Wall Light | Pipe Light Fitting ~2607,0.0,9900,0,N/A (COGS pending),3,High
wall-light,7606776889594,Industrial indoor Swan neck Wall light~3623,-4.0,480,2,N/A (COGS pending),6,Low
wall-light,14900890435970,Vintage Industrial Wall Sconces Metal E27 Indoor Lamp Dome ~ 5705,-5.4,0,0,N/A (COGS pending),1,Low — flag for review
wall-light,4568069505120,Vintage Industrial Wall Sconce | E27 Edison Lamp Holder Set~2338,-10.58,20,2,N/A (COGS pending),1,Low — flag for review
wall-light,14953771008386,Modern 12W LED Flush Ceiling Light | IP54 Waterproof ~5981,-13.59,3600,1,N/A (COGS pending),3,High
spider-light,7053693649057,Modern Multi Arm Ceiling Light Spider Lamp~1167,541.74,320,23,N/A (COGS pending),6,Low
spider-light,7819052286202,Spider Pendant Lamp 3 Way Hanging Brushed Copper Ceiling Lamp Lighting~4069,345.24,140,11,N/A (COGS pending),6,Low
spider-light,8103204356346,5-Way Industrial Hanging Pendant Spider Lights ~5126,235.91,590,3,N/A (COGS pending),6,Low
spider-light,8070720520442,1/2/6 Head Cage Ceiling Pendant Lamp Swag Spider Hanging Light~5058,155.78,90,0,N/A (COGS pending),1,Low — flag for review
spider-light,7501640532218,Industrial Spider Adjustable Multi Arm Pendant Light 5-Light E27~3399,147.78,390,3,N/A (COGS pending),6,Low
spider-light,8015418720506,Modern 1/2 Head Black Spider Light Pendant Lamp Ceiling Fitting E27~4945,133.31,2900,3,N/A (COGS pending),3,High
spider-light,7560399225082,2 Way Industrial Celling Hanging Lamp Pendant Light~3508,101.97,390,1,N/A (COGS pending),6,Low
spider-light,8012324143354,Vintage E27 Bulb Holder Spider Light Fitting Ceiling 2m Hanging Pendant Light ~4907,96.93,260,6,N/A (COGS pending),6,Low
spider-light,7643968241914,Ledsone 3-Light Hemp Rope Spider Chandelier | Industrial Cone Kit E27 Uk Holder~3711,90.98,20,0,N/A (COGS pending),1,Low — flag for review
spider-light,8010056892666,5 Head Spider shape Multiple Colour pendant Light Flex Swag Hook ~4665,90.4,30,1,N/A (COGS pending),1,Low — flag for review
spider-light,8107412750586,8-Way Spider Light Cone Shade Pendant Light~5136,71.89,90,0,N/A (COGS pending),1,Low — flag for review
spider-light,6999643979937,Black 2m Pendant Light Cage Retro Industrial Ceiling Light Spider Lamp~1187,59.99,2900,2,N/A (COGS pending),3,High
spider-light,8100566532346,8 Way Spider Light E27 Pendant Light Adjustable Cable With Swag Hook ~ 5107,58.49,30,2,N/A (COGS pending),1,Low — flag for review
spider-light,7643966734586,Vintage Hemp Rope Spider Pendant Light Multi-Head E27~ 3705,57.42,20,3,N/A (COGS pending),1,Low — flag for review
spider-light,5998487011489,Industrial Black Spider Pendant | 6 Way Ceiling Fixture~1775,35.9,,0,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
spider-light,7502163738874,2-way Retro Industrial ceiling cable E27 Hanging lamp pendant light~3403,28.71,20,3,N/A (COGS pending),1,Low — flag for review
spider-light,8076166136058,Ceiling Light 2 Head Lamp Shade Spider Pendant Lights~5085,24.79,20,2,N/A (COGS pending),1,Low — flag for review
spider-light,8620603638010,Adjustable Pendant Light Holder ~5516,20.22,260,2,N/A (COGS pending),6,Low
spider-light,8109485031674,3 Head Multi-Color Flex Pendant Light  ~5141,16.99,20,1,N/A (COGS pending),1,Low — flag for review
spider-light,8012431884538,Hanging Pendant Holder With Hook~4909,15.69,90,0,N/A (COGS pending),1,Low — flag for review
spider-light,7993908166906,Spider Ceiling Pendant Light 2m Fabric 3Core Cable E27 ~4483,13.79,20,2,N/A (COGS pending),1,Low — flag for review
spider-light,8166046662906,Single Ceiling Pendant Lamp Swag Hanging Light ~5340,12.49,10,0,N/A (COGS pending),1,Low — flag for review
spider-light,7059080216737,Vintage Retro Ceiling Spider Hanging Lights 2M ~1166,0.0,0,3,N/A (COGS pending),1,Low — flag for review
spider-light,8010555457786,Single Spider Pendant Light Fitting Adjustable 1M | 2M  ~4740,0.0,320,1,N/A (COGS pending),6,Low
spider-light,7566367654138,Industrial Spider Pendant Light 8-Way E27~3525,0.0,390,6,N/A (COGS pending),6,Low
spider-light,8132266230010,3-Head Colourful Spider Pendant Light | E27 | UK ~5184,0.0,320,1,N/A (COGS pending),6,Low
spider-light,8010052993274,3 Head Swag Spider Pendant Light Multiple Color~4659,0.0,320,0,N/A (COGS pending),6,Low
spider-light,8062958928122,Modern Black Pendant Light Adjustable Hanging Lamp ~5055,0.0,2900,22,N/A (COGS pending),3,High
spider-light,7560397979898,Industrial Geometric Cage Pendant Multi-Way E27l~3490,0.0,,0,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
spider-light,7560397947130,2-Light Silver Spider Indoor Pendant Light-Cage Design~3489,0.0,320,3,N/A (COGS pending),6,Low
spider-light,8010062004474,9-Head Spider Pendant Light – Multi-Colour Swag Hook Plug-In Lighting ~4667,0.0,320,0,N/A (COGS pending),6,Low
spider-light,7619394470138,Black Pendant Light 5-Way Spider Chandelier - Vintage Industrial Ceiling Light ~3671,0.0,2900,1,N/A (COGS pending),3,High
spider-light,14975177523586,5 Way Vintage Ceiling Spider Hanging Lights 2M ~6104,0.0,110,0,N/A (COGS pending),6,Low
spider-light,15167355453826,Industrial Spider Light Chandelier Kit ~6437,0.0,20,0,N/A (COGS pending),1,Low — flag for review
spider-light,15039066210690,Multi Fleming Spider Pendant Light Black ~6165,0.0,320,3,N/A (COGS pending),6,Low
spider-light,14924979175810,Vintage Industrial Spider Ceiling Light Chandelier Pendant Lamp ~ 5762,0.0,140,0,N/A (COGS pending),6,Low
spider-light,7019418648737,Industrial Spider Pendant Light 6 Way Multi Drop E27 Matte Black~1181,0.0,390,1,N/A (COGS pending),6,Low
spider-light,15106577695106,Industrial Retro LED Ceiling Light ~6310,0.0,0,0,N/A (COGS pending),1,Low — flag for review
spider-light,14925554614658,Industrial 2-Light Spider Pendant Adjustable Hanging Lamp ~ 5782,0.0,720,0,N/A (COGS pending),6,Low
spider-light,8103238009082,White Spider Industrial Twin Head Pendant Light E27 Adjustable~5127,0.0,20,0,N/A (COGS pending),1,Low — flag for review
spider-light,8075961237754,6 Way Spider Light E27 Pendant Light with Cage Lampshade ~5083,0.0,30,0,N/A (COGS pending),1,Low — flag for review
spider-light,4496142139488,Modern Industrial Retro Ceiling Spider Light Fixture With E27 Holder ~2613,0.0,0,0,N/A (COGS pending),1,Low — flag for review
spider-light,8076196708602,White 5-Way Spider Pendant Light Multi-Arm Cone Shade E27~5086,0.0,720,0,N/A (COGS pending),6,Low
spider-light,7541402534138,Modern Spider Braided Pendant lamp Yellow Cone Shades Ceiling Lighting~3432,0.0,0,2,N/A (COGS pending),1,Low — flag for review
spider-light,7019524620449,8 Way Spider Ceiling Pendant Light 2M  ~1180,0.0,20,0,N/A (COGS pending),1,Low — flag for review
spider-light,4496141942880,6-Way Industrial Spider Pendant Light Mixed Cages Black Adjustable ~2615,0.0,390,0,N/A (COGS pending),6,Low
spider-light,14925041566082,Vintage Industrial Spider Ceiling Light Chandelier Pendant Lamp ~ 5773,0.0,140,0,N/A (COGS pending),6,Low
spider-light,7928914182394,5 Way Chandelier Spider Ceiling Indoor Lamp Red~4158,0.0,27100,0,N/A (COGS pending),3,High
spider-light,7495216988410,8 Head Spider Light Industrial Pulley Pendant E27 Retro Ceiling Rose~1000,0.0,1000,0,N/A (COGS pending),6,Low
spider-light,7019566006433,Best Indoor Spider Lights Ceiling Hanging Pendant Lights - 1179,0.0,880,3,N/A (COGS pending),6,Low
